INDUSTRY,QUARTER,YEAR,CAUSE,VALUE_%
"Motor vehicles, trailers and parts and accessories",3,2006,SKILLED_LABOUR_%,10.4
"Motor vehicles, trailers and parts and accessories",4,2006,SKILLED_LABOUR_%,12.96
"Motor vehicles, trailers and parts and accessories",1,2007,SKILLED_LABOUR_%,11.65
"Motor vehicles, trailers and parts and accessories",2,2007,SKILLED_LABOUR_%,7.63
"Motor vehicles, trailers and parts and accessories",3,2007,SKILLED_LABOUR_%,10.94
"Motor vehicles, trailers and parts and accessories",4,2007,SKILLED_LABOUR_%,11.45
"Motor vehicles, trailers and parts and accessories",1,2008,SKILLED_LABOUR_%,11.11
"Motor vehicles, trailers and parts and accessories",2,2008,SKILLED_LABOUR_%,7.69
"Motor vehicles, trailers and parts and accessories",3,2008,SKILLED_LABOUR_%,8.77
"Motor vehicles, trailers and parts and accessories",4,2008,SKILLED_LABOUR_%,5.85
"Motor vehicles, trailers and parts and accessories",1,2009,SKILLED_LABOUR_%,4.04
"Motor vehicles, trailers and parts and accessories",2,2009,SKILLED_LABOUR_%,4.64
"Motor vehicles, trailers and parts and accessories",3,2009,SKILLED_LABOUR_%,5.36
"Motor vehicles, trailers and parts and accessories",4,2009,SKILLED_LABOUR_%,9.68
"Motor vehicles, trailers and parts and accessories",1,2010,SKILLED_LABOUR_%,8.2
"Motor vehicles, trailers and parts and accessories",2,2010,SKILLED_LABOUR_%,9.05
"Motor vehicles, trailers and parts and accessories",3,2010,SKILLED_LABOUR_%,5.9
"Motor vehicles, trailers and parts and accessories",4,2010,SKILLED_LABOUR_%,11.18
"Motor vehicles, trailers and parts and accessories",1,2011,SKILLED_LABOUR_%,7.58
"Motor vehicles, trailers and parts and accessories",2,2011,SKILLED_LABOUR_%,6.76
"Motor vehicles, trailers and parts and accessories",3,2011,SKILLED_LABOUR_%,6.67
"Motor vehicles, trailers and parts and accessories",4,2011,SKILLED_LABOUR_%,7.43
"Motor vehicles, trailers and parts and accessories",1,2012,SKILLED_LABOUR_%,8.91
"Motor vehicles, trailers and parts and accessories",2,2012,SKILLED_LABOUR_%,10.19
"Motor vehicles, trailers and parts and accessories",3,2012,SKILLED_LABOUR_%,8.33
"Motor vehicles, trailers and parts and accessories",4,2012,SKILLED_LABOUR_%,10.0
"Motor vehicles, trailers and parts and accessories",1,2013,SKILLED_LABOUR_%,8.38
"Motor vehicles, trailers and parts and accessories",2,2013,SKILLED_LABOUR_%,8.12
"Motor vehicles, trailers and parts and accessories",3,2013,SKILLED_LABOUR_%,4.92
"Motor vehicles, trailers and parts and accessories",4,2013,SKILLED_LABOUR_%,8.16
"Motor vehicles, trailers and parts and accessories",1,2014,SKILLED_LABOUR_%,6.22
"Motor vehicles, trailers and parts and accessories",2,2014,SKILLED_LABOUR_%,7.37
"Motor vehicles, trailers and parts and accessories",3,2014,SKILLED_LABOUR_%,8.52
"Motor vehicles, trailers and parts and accessories",4,2014,SKILLED_LABOUR_%,9.39
"Motor vehicles, trailers and parts and accessories",1,2015,SKILLED_LABOUR_%,5.45
"Motor vehicles, trailers and parts and accessories",2,2015,SKILLED_LABOUR_%,6.88
"Motor vehicles, trailers and parts and accessories",3,2015,SKILLED_LABOUR_%,6.67
"Motor vehicles, trailers and parts and accessories",4,2015,SKILLED_LABOUR_%,5.14
"Motor vehicles, trailers and parts and accessories",1,2016,SKILLED_LABOUR_%,4.86
"Motor vehicles, trailers and parts and accessories",2,2016,SKILLED_LABOUR_%,4.62
"Motor vehicles, trailers and parts and accessories",3,2016,SKILLED_LABOUR_%,5.46
"Motor vehicles, trailers and parts and accessories",4,2016,SKILLED_LABOUR_%,4.69
"Motor vehicles, trailers and parts and accessories",1,2017,SKILLED_LABOUR_%,5.24
"Motor vehicles, trailers and parts and accessories",2,2017,SKILLED_LABOUR_%,5.61
"Motor vehicles, trailers and parts and accessories",3,2017,SKILLED_LABOUR_%,5.29
"Motor vehicles, trailers and parts and accessories",4,2017,SKILLED_LABOUR_%,4.47
"Motor vehicles, trailers and parts and accessories",1,2018,SKILLED_LABOUR_%,5.88
"Motor vehicles, trailers and parts and accessories",2,2018,SKILLED_LABOUR_%,4.71
"Motor vehicles, trailers and parts and accessories",3,2018,SKILLED_LABOUR_%,5.41
"Motor vehicles, trailers and parts and accessories",4,2018,SKILLED_LABOUR_%,4.62
"Motor vehicles, trailers and parts and accessories",1,2019,SKILLED_LABOUR_%,4.64
"Motor vehicles, trailers and parts and accessories",2,2019,SKILLED_LABOUR_%,4.81
"Motor vehicles, trailers and parts and accessories",3,2019,SKILLED_LABOUR_%,4.76
"Motor vehicles, trailers and parts and accessories",4,2019,SKILLED_LABOUR_%,4.27
"Motor vehicles, trailers and parts and accessories",1,2020,SKILLED_LABOUR_%,4.29
"Motor vehicles, trailers and parts and accessories",2,2020,SKILLED_LABOUR_%,0.72
"Motor vehicles, trailers and parts and accessories",3,2020,SKILLED_LABOUR_%,1.82
"Motor vehicles, trailers and parts and accessories",4,2020,SKILLED_LABOUR_%,2.73
"Motor vehicles, trailers and parts and accessories",1,2021,SKILLED_LABOUR_%,2.34
"Motor vehicles, trailers and parts and accessories",2,2021,SKILLED_LABOUR_%,0.94
"Motor vehicles, trailers and parts and accessories",3,2021,SKILLED_LABOUR_%,0.7
"Motor vehicles, trailers and parts and accessories",4,2021,SKILLED_LABOUR_%,1.03
Other manufacturing groups (including tobacco products),4,2003,SKILLED_LABOUR_%,6.45
Other manufacturing groups (including tobacco products),1,2004,SKILLED_LABOUR_%,8.51
Other manufacturing groups (including tobacco products),2,2004,SKILLED_LABOUR_%,7.84
Other manufacturing groups (including tobacco products),3,2004,SKILLED_LABOUR_%,6.17
Other manufacturing groups (including tobacco products),4,2004,SKILLED_LABOUR_%,12.2
Other manufacturing groups (including tobacco products),1,2005,SKILLED_LABOUR_%,7.14
Other manufacturing groups (including tobacco products),2,2005,SKILLED_LABOUR_%,3.53
Other manufacturing groups (including tobacco products),3,2005,SKILLED_LABOUR_%,6.32
Other manufacturing groups (including tobacco products),4,2005,SKILLED_LABOUR_%,5.48
Other manufacturing groups (including tobacco products),1,2006,SKILLED_LABOUR_%,2.33
Other manufacturing groups (including tobacco products),2,2006,SKILLED_LABOUR_%,4.6
Other manufacturing groups (including tobacco products),3,2006,SKILLED_LABOUR_%,1.35
Other manufacturing groups (including tobacco products),4,2006,SKILLED_LABOUR_%,2.99
Other manufacturing groups (including tobacco products),1,2007,SKILLED_LABOUR_%,9.33
Other manufacturing groups (including tobacco products),2,2007,SKILLED_LABOUR_%,6.41
Other manufacturing groups (including tobacco products),3,2007,SKILLED_LABOUR_%,7.58
Other manufacturing groups (including tobacco products),4,2007,SKILLED_LABOUR_%,4.88
Other manufacturing groups (including tobacco products),1,2008,SKILLED_LABOUR_%,10.0
Other manufacturing groups (including tobacco products),2,2008,SKILLED_LABOUR_%,2.6
Other manufacturing groups (including tobacco products),3,2008,SKILLED_LABOUR_%,5.0
Other manufacturing groups (including tobacco products),4,2008,SKILLED_LABOUR_%,7.22
Other manufacturing groups (including tobacco products),1,2009,SKILLED_LABOUR_%,7.65
Other manufacturing groups (including tobacco products),2,2009,SKILLED_LABOUR_%,9.8
Other manufacturing groups (including tobacco products),3,2009,SKILLED_LABOUR_%,5.35
Other manufacturing groups (including tobacco products),4,2009,SKILLED_LABOUR_%,5.03
Other manufacturing groups (including tobacco products),1,2010,SKILLED_LABOUR_%,3.51
Other manufacturing groups (including tobacco products),2,2010,SKILLED_LABOUR_%,1.87
Other manufacturing groups (including tobacco products),3,2010,SKILLED_LABOUR_%,1.94
Other manufacturing groups (including tobacco products),4,2010,SKILLED_LABOUR_%,1.77
Other manufacturing groups (including tobacco products),1,2011,SKILLED_LABOUR_%,0.55
Other manufacturing groups (including tobacco products),2,2011,SKILLED_LABOUR_%,1.11
Other manufacturing groups (including tobacco products),3,2011,SKILLED_LABOUR_%,0.71
Other manufacturing groups (including tobacco products),4,2011,SKILLED_LABOUR_%,0.54
Other manufacturing groups (including tobacco products),1,2012,SKILLED_LABOUR_%,1.33
Other manufacturing groups (including tobacco products),2,2012,SKILLED_LABOUR_%,0.91
Other manufacturing groups (including tobacco products),3,2012,SKILLED_LABOUR_%,0.0
Other manufacturing groups (including tobacco products),4,2012,SKILLED_LABOUR_%,1.52
Other manufacturing groups (including tobacco products),1,2013,SKILLED_LABOUR_%,2.2
Other manufacturing groups (including tobacco products),2,2013,SKILLED_LABOUR_%,1.97
Other manufacturing groups (including tobacco products),3,2013,SKILLED_LABOUR_%,0.0
Other manufacturing groups (including tobacco products),4,2013,SKILLED_LABOUR_%,4.57
Other manufacturing groups (including tobacco products),1,2014,SKILLED_LABOUR_%,2.12
Other manufacturing groups (including tobacco products),2,2014,SKILLED_LABOUR_%,4.04
Other manufacturing groups (including tobacco products),3,2014,SKILLED_LABOUR_%,6.31
Other manufacturing groups (including tobacco products),4,2014,SKILLED_LABOUR_%,0.97
Other manufacturing groups (including tobacco products),1,2015,SKILLED_LABOUR_%,3.9
Other manufacturing groups (including tobacco products),2,2015,SKILLED_LABOUR_%,2.58
Other manufacturing groups (including tobacco products),3,2015,SKILLED_LABOUR_%,1.32
Other manufacturing groups (including tobacco products),4,2015,SKILLED_LABOUR_%,3.03
Other manufacturing groups (including tobacco products),1,2016,SKILLED_LABOUR_%,2.17
Other manufacturing groups (including tobacco products),2,2016,SKILLED_LABOUR_%,2.71
Other manufacturing groups (including tobacco products),3,2016,SKILLED_LABOUR_%,1.97
Other manufacturing groups (including tobacco products),4,2016,SKILLED_LABOUR_%,3.53
Other manufacturing groups (including tobacco products),1,2017,SKILLED_LABOUR_%,5.15
Other manufacturing groups (including tobacco products),2,2017,SKILLED_LABOUR_%,2.69
Other manufacturing groups (including tobacco products),3,2017,SKILLED_LABOUR_%,2.82
Other manufacturing groups (including tobacco products),4,2017,SKILLED_LABOUR_%,2.26
Other manufacturing groups (including tobacco products),1,2018,SKILLED_LABOUR_%,3.26
Other manufacturing groups (including tobacco products),2,2018,SKILLED_LABOUR_%,2.4
Other manufacturing groups (including tobacco products),3,2018,SKILLED_LABOUR_%,5.1
Other manufacturing groups (including tobacco products),4,2018,SKILLED_LABOUR_%,6.13
Other manufacturing groups (including tobacco products),1,2019,SKILLED_LABOUR_%,3.46
Other manufacturing groups (including tobacco products),2,2019,SKILLED_LABOUR_%,5.39
Other manufacturing groups (including tobacco products),3,2019,SKILLED_LABOUR_%,5.88
Other manufacturing groups (including tobacco products),4,2019,SKILLED_LABOUR_%,5.08
Other manufacturing groups (including tobacco products),1,2020,SKILLED_LABOUR_%,6.95
Other manufacturing groups (including tobacco products),2,2020,SKILLED_LABOUR_%,1.96
Other manufacturing groups (including tobacco products),3,2020,SKILLED_LABOUR_%,4.15
Other manufacturing groups (including tobacco products),4,2020,SKILLED_LABOUR_%,2.41
Other manufacturing groups (including tobacco products),1,2021,SKILLED_LABOUR_%,3.86
Other manufacturing groups (including tobacco products),2,2021,SKILLED_LABOUR_%,2.16
Other manufacturing groups (including tobacco products),3,2021,SKILLED_LABOUR_%,3.11
Other manufacturing groups (including tobacco products),4,2021,SKILLED_LABOUR_%,2.82
Furniture,4,2003,SKILLED_LABOUR_%,5.78
Furniture,1,2004,SKILLED_LABOUR_%,5.63
Furniture,2,2004,SKILLED_LABOUR_%,10.37
Furniture,3,2004,SKILLED_LABOUR_%,25.53
Furniture,4,2004,SKILLED_LABOUR_%,23.91
Furniture,1,2005,SKILLED_LABOUR_%,29.0
Furniture,2,2005,SKILLED_LABOUR_%,23.33
Furniture,3,2005,SKILLED_LABOUR_%,50.0
Furniture,4,2005,SKILLED_LABOUR_%,18.6
Furniture,1,2006,SKILLED_LABOUR_%,9.8
Furniture,2,2006,SKILLED_LABOUR_%,1.45
Furniture,3,2006,SKILLED_LABOUR_%,5.62
Furniture,4,2006,SKILLED_LABOUR_%,18.42
Furniture,1,2007,SKILLED_LABOUR_%,9.65
Furniture,2,2007,SKILLED_LABOUR_%,11.11
Furniture,3,2007,SKILLED_LABOUR_%,12.79
Furniture,4,2007,SKILLED_LABOUR_%,16.0
Furniture,1,2008,SKILLED_LABOUR_%,7.27
Furniture,2,2008,SKILLED_LABOUR_%,8.73
Furniture,3,2008,SKILLED_LABOUR_%,10.58
Furniture,4,2008,SKILLED_LABOUR_%,19.3
Furniture,1,2009,SKILLED_LABOUR_%,10.28
Furniture,2,2009,SKILLED_LABOUR_%,13.39
Furniture,3,2009,SKILLED_LABOUR_%,12.1
Furniture,4,2009,SKILLED_LABOUR_%,13.79
Furniture,1,2010,SKILLED_LABOUR_%,19.35
Furniture,2,2010,SKILLED_LABOUR_%,15.71
Furniture,3,2010,SKILLED_LABOUR_%,20.0
Furniture,4,2010,SKILLED_LABOUR_%,35.85
Furniture,1,2011,SKILLED_LABOUR_%,5.7
Furniture,2,2011,SKILLED_LABOUR_%,8.67
Furniture,3,2011,SKILLED_LABOUR_%,6.63
Furniture,4,2011,SKILLED_LABOUR_%,11.7
Furniture,1,2012,SKILLED_LABOUR_%,6.01
Furniture,2,2012,SKILLED_LABOUR_%,11.63
Furniture,3,2012,SKILLED_LABOUR_%,14.15
Furniture,4,2012,SKILLED_LABOUR_%,12.7
Furniture,1,2013,SKILLED_LABOUR_%,7.01
Furniture,2,2013,SKILLED_LABOUR_%,7.86
Furniture,3,2013,SKILLED_LABOUR_%,3.03
Furniture,4,2013,SKILLED_LABOUR_%,13.58
Furniture,1,2014,SKILLED_LABOUR_%,7.39
Furniture,2,2014,SKILLED_LABOUR_%,14.85
Furniture,3,2014,SKILLED_LABOUR_%,10.71
Furniture,4,2014,SKILLED_LABOUR_%,15.79
Furniture,1,2015,SKILLED_LABOUR_%,6.47
Furniture,2,2015,SKILLED_LABOUR_%,6.41
Furniture,3,2015,SKILLED_LABOUR_%,0.0
Furniture,4,2015,SKILLED_LABOUR_%,0.0
Furniture,1,2016,SKILLED_LABOUR_%,0.0
Furniture,2,2016,SKILLED_LABOUR_%,0.0
Furniture,3,2016,SKILLED_LABOUR_%,6.57
Furniture,4,2016,SKILLED_LABOUR_%,0.0
Furniture,1,2017,SKILLED_LABOUR_%,0.0
Furniture,2,2017,SKILLED_LABOUR_%,0.0
Furniture,3,2017,SKILLED_LABOUR_%,0.0
Furniture,4,2017,SKILLED_LABOUR_%,0.0
Furniture,1,2018,SKILLED_LABOUR_%,0.0
Furniture,2,2018,SKILLED_LABOUR_%,0.0
Furniture,3,2018,SKILLED_LABOUR_%,0.0
Furniture,4,2018,SKILLED_LABOUR_%,0.0
Furniture,1,2019,SKILLED_LABOUR_%,0.0
Furniture,2,2019,SKILLED_LABOUR_%,0.0
Furniture,3,2019,SKILLED_LABOUR_%,0.0
Furniture,4,2019,SKILLED_LABOUR_%,0.0
Furniture,1,2020,SKILLED_LABOUR_%,8.13
Furniture,2,2020,SKILLED_LABOUR_%,0.0
Furniture,3,2020,SKILLED_LABOUR_%,9.01
Furniture,4,2020,SKILLED_LABOUR_%,0.0
Furniture,1,2021,SKILLED_LABOUR_%,0.0
Furniture,2,2021,SKILLED_LABOUR_%,0.0
Furniture,3,2021,SKILLED_LABOUR_%,0.0
Furniture,4,2021,SKILLED_LABOUR_%,0.0
Furniture and other manufacturing industries,4,2003,SKILLED_LABOUR_%,6.52
Furniture and other manufacturing industries,1,2004,SKILLED_LABOUR_%,7.14
Furniture and other manufacturing industries,2,2004,SKILLED_LABOUR_%,9.01
Furniture and other manufacturing industries,3,2004,SKILLED_LABOUR_%,13.54
Furniture and other manufacturing industries,4,2004,SKILLED_LABOUR_%,15.29
Furniture and other manufacturing industries,1,2005,SKILLED_LABOUR_%,12.12
Furniture and other manufacturing industries,2,2005,SKILLED_LABOUR_%,9.57
Furniture and other manufacturing industries,3,2005,SKILLED_LABOUR_%,13.95
Furniture and other manufacturing industries,4,2005,SKILLED_LABOUR_%,7.46
Furniture and other manufacturing industries,1,2006,SKILLED_LABOUR_%,4.49
Furniture and other manufacturing industries,2,2006,SKILLED_LABOUR_%,3.66
Furniture and other manufacturing industries,3,2006,SKILLED_LABOUR_%,2.56
Furniture and other manufacturing industries,4,2006,SKILLED_LABOUR_%,5.08
Furniture and other manufacturing industries,1,2007,SKILLED_LABOUR_%,9.41
Furniture and other manufacturing industries,2,2007,SKILLED_LABOUR_%,8.43
Furniture and other manufacturing industries,3,2007,SKILLED_LABOUR_%,8.45
Furniture and other manufacturing industries,4,2007,SKILLED_LABOUR_%,6.67
Furniture and other manufacturing industries,1,2008,SKILLED_LABOUR_%,9.38
Furniture and other manufacturing industries,2,2008,SKILLED_LABOUR_%,4.49
Furniture and other manufacturing industries,3,2008,SKILLED_LABOUR_%,6.98
Furniture and other manufacturing industries,4,2008,SKILLED_LABOUR_%,8.61
Furniture and other manufacturing industries,1,2009,SKILLED_LABOUR_%,8.05
Furniture and other manufacturing industries,2,2009,SKILLED_LABOUR_%,10.44
Furniture and other manufacturing industries,3,2009,SKILLED_LABOUR_%,6.47
Furniture and other manufacturing industries,4,2009,SKILLED_LABOUR_%,5.97
Furniture and other manufacturing industries,1,2010,SKILLED_LABOUR_%,9.52
Furniture and other manufacturing industries,2,2010,SKILLED_LABOUR_%,6.09
Furniture and other manufacturing industries,3,2010,SKILLED_LABOUR_%,6.86
Furniture and other manufacturing industries,4,2010,SKILLED_LABOUR_%,7.45
Furniture and other manufacturing industries,1,2011,SKILLED_LABOUR_%,2.16
Furniture and other manufacturing industries,2,2011,SKILLED_LABOUR_%,2.82
Furniture and other manufacturing industries,3,2011,SKILLED_LABOUR_%,2.72
Furniture and other manufacturing industries,4,2011,SKILLED_LABOUR_%,2.5
Furniture and other manufacturing industries,1,2012,SKILLED_LABOUR_%,2.82
Furniture and other manufacturing industries,2,2012,SKILLED_LABOUR_%,3.12
Furniture and other manufacturing industries,3,2012,SKILLED_LABOUR_%,2.96
Furniture and other manufacturing industries,4,2012,SKILLED_LABOUR_%,2.55
Furniture and other manufacturing industries,1,2013,SKILLED_LABOUR_%,4.04
Furniture and other manufacturing industries,2,2013,SKILLED_LABOUR_%,3.3
Furniture and other manufacturing industries,3,2013,SKILLED_LABOUR_%,0.65
Furniture and other manufacturing industries,4,2013,SKILLED_LABOUR_%,6.41
Furniture and other manufacturing industries,1,2014,SKILLED_LABOUR_%,3.57
Furniture and other manufacturing industries,2,2014,SKILLED_LABOUR_%,5.58
Furniture and other manufacturing industries,3,2014,SKILLED_LABOUR_%,7.61
Furniture and other manufacturing industries,4,2014,SKILLED_LABOUR_%,3.57
Furniture and other manufacturing industries,1,2015,SKILLED_LABOUR_%,4.31
Furniture and other manufacturing industries,2,2015,SKILLED_LABOUR_%,3.47
Furniture and other manufacturing industries,3,2015,SKILLED_LABOUR_%,0.88
Furniture and other manufacturing industries,4,2015,SKILLED_LABOUR_%,2.75
Furniture and other manufacturing industries,1,2016,SKILLED_LABOUR_%,1.56
Furniture and other manufacturing industries,2,2016,SKILLED_LABOUR_%,2.28
Furniture and other manufacturing industries,3,2016,SKILLED_LABOUR_%,2.97
Furniture and other manufacturing industries,4,2016,SKILLED_LABOUR_%,3.14
Furniture and other manufacturing industries,1,2017,SKILLED_LABOUR_%,4.19
Furniture and other manufacturing industries,2,2017,SKILLED_LABOUR_%,2.22
Furniture and other manufacturing industries,3,2017,SKILLED_LABOUR_%,2.54
Furniture and other manufacturing industries,4,2017,SKILLED_LABOUR_%,1.78
Furniture and other manufacturing industries,1,2018,SKILLED_LABOUR_%,2.46
Furniture and other manufacturing industries,2,2018,SKILLED_LABOUR_%,2.19
Furniture and other manufacturing industries,3,2018,SKILLED_LABOUR_%,4.4
Furniture and other manufacturing industries,4,2018,SKILLED_LABOUR_%,5.13
Furniture and other manufacturing industries,1,2019,SKILLED_LABOUR_%,2.64
Furniture and other manufacturing industries,2,2019,SKILLED_LABOUR_%,4.69
Furniture and other manufacturing industries,3,2019,SKILLED_LABOUR_%,4.3
Furniture and other manufacturing industries,4,2019,SKILLED_LABOUR_%,4.23
Furniture and other manufacturing industries,1,2020,SKILLED_LABOUR_%,7.25
Furniture and other manufacturing industries,2,2020,SKILLED_LABOUR_%,1.6
Furniture and other manufacturing industries,3,2020,SKILLED_LABOUR_%,5.06
Furniture and other manufacturing industries,4,2020,SKILLED_LABOUR_%,2.07
Furniture and other manufacturing industries,1,2021,SKILLED_LABOUR_%,3.15
Furniture and other manufacturing industries,2,2021,SKILLED_LABOUR_%,1.75
Furniture and other manufacturing industries,3,2021,SKILLED_LABOUR_%,2.31
Furniture and other manufacturing industries,4,2021,SKILLED_LABOUR_%,2.19
Food and food products,4,2003,SEMI_AND_UNSKILLED LABOUR_%,0.49
Food and food products,1,2004,SEMI_AND_UNSKILLED LABOUR_%,0.49
Food and food products,2,2004,SEMI_AND_UNSKILLED LABOUR_%,0.51
Food and food products,3,2004,SEMI_AND_UNSKILLED LABOUR_%,2.13
Food and food products,4,2004,SEMI_AND_UNSKILLED LABOUR_%,5.42
Food and food products,1,2005,SEMI_AND_UNSKILLED LABOUR_%,1.69
Food and food products,2,2005,SEMI_AND_UNSKILLED LABOUR_%,0.61
Food and food products,3,2005,SEMI_AND_UNSKILLED LABOUR_%,1.23
Food and food products,4,2005,SEMI_AND_UNSKILLED LABOUR_%,2.36
Food and food products,1,2006,SEMI_AND_UNSKILLED LABOUR_%,1.12
Food and food products,2,2006,SEMI_AND_UNSKILLED LABOUR_%,1.24
Food and food products,3,2006,SEMI_AND_UNSKILLED LABOUR_%,1.2
Food and food products,4,2006,SEMI_AND_UNSKILLED LABOUR_%,0.68
Food and food products,1,2007,SEMI_AND_UNSKILLED LABOUR_%,0.57
Food and food products,2,2007,SEMI_AND_UNSKILLED LABOUR_%,0.64
Food and food products,3,2007,SEMI_AND_UNSKILLED LABOUR_%,0.55
Food and food products,4,2007,SEMI_AND_UNSKILLED LABOUR_%,0.61
